name,steam_appid,required_age,controller_support,supported_languages,developers,publishers,platforms,categories,genres,release_date,followers,estimated_wishlists,tags,price,estimated_revenue,currency,owners,average_forever,average_2weeks,median_forever,median_2weeks,concurrent_users,total_positive,total_negative,total_reviews
Hidden Space Station Top-Down 3D,3230890,0,none,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Indonesian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Afrikaans, Albanian, Amharic, Armenian, Assamese, Azerbaijani, Bangla, Basque, Belarusian, Bosnian, Catalan, Cherokee, Croatian, Dari, Estonian, Filipino, Galician, Georgian, Gujarati, Hausa, Hebrew, Hindi, Icelandic, Igbo, Irish, K'iche', Kannada, Kazakh, Khmer, Kinyarwanda, Konkani, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Persian, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Quechua, Scots, Serbian, Sindhi, Sinhala, Slovak, Slovenian, Sorani, Sotho, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Urdu, Uyghur, Uzbek, Valencian, Welsh, Wolof, Xhosa, Yoruba, Zulu",Top-Down Games,Hede,"windows,mac,linux","Single-player,Steam Achievements,Steam Leaderboards,Family Sharing","Action,Adventure,Casual,Indie,RPG,Simulation,Sports,Strategy","Oct 20, 2024",33,396,"Action,Adventure,Casual,RPG,Simulation,Sports,Strategy,Action-Adventure,Arcade,3D Platformer,Exploration,Hidden Object,3D,Third Person,Atmospheric,Futuristic,Linear,Singleplayer,Indie",199.99,52357,USD,"0 .. 20,000",0,0,0,0,0,11,0,11
Skill Issue VR,3464960,0,none,English,Ecsedi,Ecsedi,windows,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Includes level editor,Family Sharing","Casual,Indie,Simulation,Strategy","Feb 7, 2025",6,72,"VR,Physics,Puzzle,Building,Indie,Casual,Singleplayer,Simulation,Real Time Tactics,Strategy",4.99,118,USD,"0 .. 20,000",0,0,0,0,0,1,0,1
Zapling Bygone,1489110,0,full,English,9FingerGames,9FingerGames,windows,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure,Indie","Aug 5, 2022",1332,15984,"Metroidvania,Psychological,Horror,Exploration,Side Scroller,2D Platformer,Souls-like,Sci-fi,Atmospheric,Nonlinear,Action-Adventure,Action,Adventure,2D,Aliens,Pixel Graphics,Platformer,Open World,Singleplayer,Controller",15.99,36533,USD,"0 .. 20,000",0,0,0,0,0,82,14,96
Gems,732680,0,none,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese",baKno Games,baKno Games,"windows,mac,linux","Single-player,Family Sharing","Casual,Indie","Nov 1, 2017",35,420,"Indie,Casual",24.99,1189,USD,"0 .. 20,000",0,0,0,0,0,0,2,2
Coeus Plan,1561600,0,none,English,Golden Dragon Studio, Golden Dragon Studio,windows,"Single-player,Family Sharing",Action,"Mar 27, 2021",22,264,"Action,Space Sim,Flight,3D,Linear,Singleplayer",19.99,475,USD,"20,000 .. 50,000",0,0,0,0,0,0,1,1
Collisus,1531010,0,none,English,GameDevDave,GameDevDave,windows,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards,Family Sharing","Action,Casual,Indie,Simulation,Early Access","Feb 25, 2021",140,1680,"Early Access,Stylized,Shooter,Gore,Singleplayer,Violent,Combat,Real Time Tactics,Tactical,Bullet Time,Roguelike,Platformer,2.5D,Controller,Replay Value,Indie,Action,3D,Blood,Fast-Paced",4.99,2137,USD,"0 .. 20,000",0,0,0,0,0,16,2,18
KobberParty - Castle Explorer,1150160,0,none,English,MightyCodeDragon,MightyCodeDragon,windows,"Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Family Sharing","Casual,Indie,Massively Multiplayer","Mar 20, 2020",33,396,"Massively Multiplayer,Indie,Casual,Dungeon Crawler,Multiplayer,Board Game",4.99,356,USD,"0 .. 20,000",0,0,0,0,0,2,1,3
Pew Pew Rocket!,2469900,0,full,English,StarSystemStudios,"StarSystemStudioS,HOGuru Games!",windows,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Casual,Indie,Strategy","Jun 26, 2023",25,300,"Casual,Strategy,Shoot 'Em Up,Bullet Hell,Arcade,Rhythm,2.5D,Stylized,Futuristic,Relaxing,Action,Indie,Sci-fi,Combat,Controller,Singleplayer",0.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Howard Phillips Lovecar,644370,0,full,English,The Secret Pie,"The Secret Pie,Kurki.games","windows,mac,linux","Single-player,Steam Achievements,Full controller support,Stats,Steam Leaderboards,Family Sharing","Action,Indie","Oct 1, 2018",266,3192,"Arena Shooter,Lovecraftian,Top-Down Shooter,Action,Driving,Violent,Gore,Indie,Arcade,2D,Replay Value,Singleplayer,Blood,Top-Down,Shooter,Shoot 'Em Up,Bullet Hell,Hand-drawn,Minimalist,Dark Fantasy",1.99,1989,USD,"20,000 .. 50,000",0,0,0,0,0,34,8,42
Skábma™ - Snowfall,1665280,0,full,"English, French, German, Spanish - Spain, Japanese, Simplified Chinese, Traditional Chinese, Russian",Red Stage Entertainment,"PID Games,Sunsoft",windows,"Single-player,Full controller support,Family Sharing","Action,Adventure,Indie","Apr 22, 2022",2644,31728,"Adventure,Indie,Mythology,Story Rich,Singleplayer,Narration,3D Platformer,Casual,Action-Adventure,Exploration,Action,Platformer,Puzzle,3D,Collectathon,Combat",19.99,68985,USD,"0 .. 20,000",0,0,0,0,1,116,29,145
Wanted Guns,2462230,0,none,English,"Iridon Interactive,Nerlaska Studios",Skeleton Crew Labs,windows,"Single-player,Family Sharing",Action,"Jul 27, 2023",51,612,"Action,Shooter,Western,Shoot 'Em Up,Top-Down,Linear,Singleplayer",4.99,475,USD,"0 .. 20,000",0,0,0,0,0,3,1,4
Corpse Party,251270,0,full,"English, Japanese",GrisGris,"XSEED Games,Marvelous USA, Inc.","windows,linux","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Indie,RPG","Apr 25, 2016",0,0,"Horror,Anime,RPGMaker,Gore,Psychological Horror,Visual Novel,Adventure,RPG,Story Rich,Pixel Graphics,Indie,Multiple Endings,Dark,Mature,Survival Horror,Singleplayer,Great Soundtrack,Cute,2D,Choices Matter",14.99,419195,USD,"20,000 .. 50,000",0,0,0,0,5,1051,124,1175
Last Week,1216050,0,none,English,Balbod,Balbod,windows,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Indie,RPG","Feb 7, 2020",116,1392,"RPG,Indie,Singleplayer,Story Rich,Cute",7.99,3422,USD,"0 .. 20,000",0,0,0,0,0,18,0,18
New Year's Eve Miracle,1971750,0,full,"English, Russian",Poesha Games,Poesha Games,"windows,mac","Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Casual,Indie","Jun 20, 2022",24,288,"Casual,Visual Novel,Idler,Cute,Minimalist,Text-Based,Colorful,Atmospheric,Indie,Adventure,Magic,Story Rich,Singleplayer",1.99,284,USD,"0 .. 20,000",0,0,0,0,0,6,0,6
Break the Game,739540,0,full,English,Simon Fredholm,Simon Fredholm,windows,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing","Adventure,Indie","Jul 15, 2019",159482,1913784,"Adventure,Indie,Singleplayer,Story Rich,Shooter,Psychological Horror,RPG,Atmospheric,Action,Simulation,Narration,Minimalist,Comedy,Funny,2D,Great Soundtrack,Platformer,Open World,Puzzle,Co-op",9.99,147412,USD,"200,000 .. 500,000",0,0,0,0,1,451,169,620
Amigo: Kebab Simulator,2280320,0,none,"Spanish - Spain, English, French, Italian, German, Korean, Japanese, Portuguese - Portugal, Russian, Simplified Chinese, Turkish, Spanish - Latin America, Portuguese - Brazil",Pigeon-G,Pigeon-G,windows,"Single-player,Multi-player,Steam Achievements,Partial Controller Support,Family Sharing",Simulation,"Apr 3, 2023",907,10884,"Simulation,Action-Adventure,Immersive Sim,3D,Realistic,Atmospheric,Cooking,Comedy,Funny,Management,Dark Humor,Memes,Story Rich,Multiple Endings,Choices Matter,Linear,Dynamic Narration,Narration,Online Co-Op,Singleplayer",10.99,30341,USD,"0 .. 20,000",0,0,0,0,0,74,42,116
Eternal Escape: castle of shadows,3016090,0,none,"English, French, German, Russian, Japanese, Simplified Chinese, Portuguese - Brazil, Portuguese - Portugal, Spanish - Latin America, Spanish - Spain, Traditional Chinese",Robot,Robot,windows,"Single-player,Family Sharing","Adventure,Indie,RPG,Simulation","Jul 11, 2024",236,2832,"Gore,Puzzle,Exploration,Immersive Sim,RPG,Hidden Object,3D,Realistic,First-Person,Adventure,Medieval,Fantasy,Psychological Horror,Thriller,Atmospheric,Dark Fantasy,Female Protagonist,Choices Matter,Singleplayer,Multiple Endings",3.99,10065,USD,"0 .. 20,000",0,0,0,0,0,104,2,106
GATARI: Sand on Teeth,808540,0,none,English,HIDS,HIDS,windows,"Single-player,Family Sharing","Action,Adventure,Casual,Indie,Simulation,Sports,Early Access","Apr 24, 2019",244,2928,"Action,Adventure,Indie,Early Access,Casual,Simulation,Sports,Third Person,Fighting,Arcade,Singleplayer,eSports,Hack and Slash,Fantasy",0.99,447,USD,"0 .. 20,000",0,0,0,0,0,12,7,19
Liminal Death,3267360,0,none,English,Ashnell Games,Ashnell Games,windows,"Single-player,Partial Controller Support,Family Sharing","Adventure,Indie,Simulation","Oct 28, 2024",76,912,"Adventure,Walking Simulator,3D,Cinematic,First-Person,Psychedelic,Atmospheric,Dark,Horror,Psychological Horror,Mystery,Retro,Supernatural,Survival Horror,Linear,Story Rich,Singleplayer,Indie,Simulation,Thriller",4.99,2256,USD,"0 .. 20,000",0,0,0,0,0,14,5,19
"Girls on Campus, from Freshmen to Faculty, All Fall for Me!",3029990,0,none,"Simplified Chinese, English, French, Italian, German, Spanish - Spain, Russian, Indonesian, Turkish, Japanese, Polish, Thai, Traditional Chinese, Portuguese - Brazil, Portuguese - Portugal, Spanish - Latin America, Vietnamese, Korean","Girls on Campus, from Freshmen to Faculty, All Fall for Me!","Girls on Campus, from Freshmen to Faculty, All Fall for Me!",windows,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual,RPG,Simulation","Aug 15, 2024",7846,94152,"Sexual Content,Dating Sim,Mystery,Choices Matter,Visual Novel,FMV,Story Rich,Romance,Casual,NSFW,Adventure,Immersive,Simulation,Interactive Fiction,Life Sim,First-Person,Drama,Emotional,RPG,Multiple Endings",6.99,80519,USD,"20,000 .. 50,000",0,0,0,0,1,410,74,484
Filcher,1355650,0,none,English,Johan Hjärpe,MythoLogic Interactive,windows,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Indie,Simulation","Sep 14, 2021",915,10980,"Stealth,Immersive Sim,Simulation,Singleplayer,First-Person,Noir,2.5D,Retro,Story Rich,Dark,Exploration,Crime,Indie,Atmospheric,Mystery,Action,Adventure,Surreal,Female Protagonist",9.99,38755,USD,"0 .. 20,000",18,0,18,0,0,152,11,163
SNKRX,915310,0,none,English,a327ex,a327ex,windows,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Action,Casual,Indie","May 17, 2021",3565,42780,"Action Roguelike,Roguelite,Arena Shooter,Top-Down Shooter,Shoot 'Em Up,Deckbuilding,Replay Value,Arcade,Shooter,Action RPG,2D,Action,PvE,Casual,Physics,Top-Down,Relaxing,Abstract,Minimalist,Class-Based",2.99,291835,USD,"200,000 .. 500,000",0,0,0,0,13,3884,217,4101
JUMP,334410,0,full,English,Endeavor One Inc.,Endeavor One Inc.,windows,"Single-player,Full controller support,VR Only,VR Support,Steam Leaderboards,Family Sharing","Action,Indie","Jul 30, 2015",0,0,"Action,Indie,VR,First-Person,Score Attack,Time Attack,Puzzle,Parkour",9.99,8321,USD,"0 .. 20,000",0,0,0,0,0,22,13,35
Danger Ramps,2736190,0,full,"English, French, Italian, German, Simplified Chinese, Korean, Spanish - Latin America, Greek, Dutch, Hungarian, Indonesian, Japanese, Polish, Portuguese - Brazil, Russian, Thai, Turkish, Arabic, Filipino, Hindi",RGByte Software,RGByte Software,windows,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Casual,Indie,Racing,Simulation","Feb 26, 2024",11,132,"Adventure,Casual,Singleplayer,3D Platformer,Driving,Action-Adventure,Collectathon,Exploration,3D,Colorful,Simulation,Racing,Indie,Family Friendly,Controller,PvE",4.99,118,USD,"0 .. 20,000",0,0,0,0,0,1,0,1
MIGLORN,3013190,0,none,"English, German, Norwegian, Russian, Simplified Chinese",WuzzyWizard,WuzzyWizard,windows,"Single-player,Family Sharing","Action,Simulation,Strategy","Dec 16, 2024",547,6564,"Strategy,Action RTS,Building,City Builder,Tower Defense,Action,Survival,Procedural Generation,Base Building,Open World Survival Craft,RTS,Simulation,2D,Pixel Graphics,Singleplayer,Open World,Hack and Slash,War",9.99,8321,USD,"0 .. 20,000",0,0,0,0,3,29,6,35
Cannon Arena,1078130,0,none,English,1Monkey2Brains,1Monkey2Brains,windows,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Family Sharing","Action,Casual,Indie,Sports","Jun 19, 2019",163,1956,"Action,Casual,Indie,Sports,Multiplayer,Difficult,Singleplayer,Top-Down Shooter,Arena Shooter,Tanks,Shooter",6.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Marble Mage,1726590,0,none,English,Clay Dragon Games,Clay Dragon Games,"windows,linux","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Action,Casual,Indie,Racing","Sep 7, 2021",25,300,"Racing,Casual,3D Platformer,Platformer,Mini Golf,Indie,Arcade,Time Attack,Action,Cute,Cartoony,Colorful,Cats,Magic,Fantasy,Stylized,3D,Singleplayer,Controller,Physics",2.99,925,USD,"50,000 .. 100,000",0,0,0,0,0,12,1,13
Spray Dynamite X Radioactive Insects,967960,0,none,English,Célio Fernandes Krachinski,Célio Fernandes Krachinski,windows,"Single-player,Partial Controller Support,Family Sharing","Action,Casual,Indie","Dec 5, 2018",24,288,"Action,Indie,Casual",1.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Swords of Time,1282720,0,none,English,Hannes Beimel,Hannes Beimel,windows,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Family Sharing","Action,Adventure,Indie,RPG,Early Access","Dec 4, 2020",29,348,"RPG,Action,Adventure,Dungeon Crawler,3D,Fantasy,Early Access,Indie,Singleplayer",11.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
The Binding of Isaac,113200,0,none,English,"Edmund McMillen,Florian Himsl",Edmund McMillen,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Action,Adventure,Indie,RPG","Sep 28, 2011",61950,743400,"Action Roguelike,Roguelike,Indie,Replay Value,Difficult,Procedural Generation,Dark,Action,Top-Down,Great Soundtrack,Addictive,Singleplayer,Adventure,Roguelite,2D,Dungeon Crawler,Survival,RPG,Perma Death,Bullet Hell",4.99,5509131,USD,"2,000,000 .. 5,000,000",0,0,0,0,257,43995,2393,46388
The Witches Story,2585280,0,none,"English, Russian",74games,74games,"windows,linux","Single-player,Family Sharing",RPG,"Oct 26, 2023",184,2208,,5.99,712,USD,"0 .. 20,000",0,0,0,0,0,2,3,5
Realistic Tower Destruction,1215550,0,none,English,Nikita Markin,Nikita Markin,windows,"Single-player,Steam Achievements,Steam Workshop,Family Sharing","Indie,Simulation","Feb 16, 2020",121,1452,"Simulation,Indie,Destruction,Sandbox,Physics,Building",4.99,4275,USD,"0 .. 20,000",0,0,0,0,0,23,13,36
Puzzle Quest 2,47540,0,none,"English, French, German, Italian, Spanish - Spain",Infinite Interactive,undefined,windows,"Single-player,Multi-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Family Sharing","RPG,Casual","Aug 12, 2010",179,2148,"RPG,Casual,Puzzle,Match 3,Fantasy,Singleplayer,2D,Touch-Friendly,Indie",undefined,undefined,undefined,"50,000 .. 100,000",0,0,0,0,2,275,61,336
Ascend The Well,3094490,0,none,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese",EagleEye Games,EagleEye Games,windows,"Single-player,Steam Achievements,Family Sharing","Adventure,Indie","Sep 6, 2024",17,204,"Difficult,Adventure,Precision Platformer,Pixel Graphics,2D Platformer,Platformer,Linear,Side Scroller,2D,Indie,Cartoon,Cartoony,Dark,Singleplayer",3.99,94,USD,"0 .. 20,000",0,0,0,0,0,0,1,1
Revelatio,2821440,0,none,"English, Korean",Guild Studio,Guild Studio,windows,"Single-player,Family Sharing","Indie,Strategy","Oct 3, 2024",715,8580,"Strategy,Turn-Based Combat,Dark Fantasy,Roguelike,Strategy RPG,Roguelite,2D,Deckbuilding,Pixel Graphics,Tactical RPG,Turn-Based Strategy,Turn-Based Tactics,Dark,Lore-Rich,Tactical,PvE,RPG,Grid-Based Movement,Singleplayer,Horror",10.99,19878,USD,"0 .. 20,000",0,0,0,0,0,72,4,76
Magical Squash,719410,0,none,"English, Simplified Chinese",RISING GAME,RISING GAME,windows,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Stats,Steam Leaderboards,Family Sharing","Action,Casual,Indie,Simulation,Sports","Nov 10, 2017",181,2172,"VR,Sports,Action,Indie,Casual,Simulation",4.99,9500,USD,"0 .. 20,000",0,0,0,0,0,72,8,80
Code Lab（代码实验室）,1577860,0,none,"English, Simplified Chinese",Ardyn,Ardyn,windows,"Single-player,Family Sharing","Indie,Simulation,Strategy","May 3, 2021",54,648,"Simulation,Strategy,Sandbox,Puzzle Platformer,3D,Futuristic,Robots,Automation,Indie,Cyberpunk,Singleplayer",2.99,71,USD,"0 .. 20,000",0,0,0,0,0,1,0,1
Bitcoin Or Bomb?,802660,0,none,"English, Russian","Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,"Single-player,Steam Achievements,Family Sharing","Casual,Indie","Feb 22, 2018",41,492,"Indie,Casual",0.99,306,USD,"0 .. 20,000",0,0,0,0,0,3,10,13
Electrocop,2187670,0,none,English,"Epyx, Inc.",Pixel Games UK,windows,"Single-player,Partial Controller Support,Steam Cloud,Family Sharing",Action,"Nov 8, 2022",41,492,"Retro,Action,Shooter,Sci-fi,Robots,Arcade,3D,Third Person,Cyberpunk,Pixel Graphics,1980s,Futuristic,Old School,Combat,Singleplayer",4.99,237,USD,"0 .. 20,000",0,0,0,0,0,2,0,2
Bike of the Wild,745180,0,full,English,The Most,The Most,windows,"Single-player,Full controller support,Family Sharing","Action,Adventure,Casual,Indie,Racing,Sports,Strategy","Nov 15, 2017",174,2088,"Casual,Strategy,Action,Sports,Indie,Racing,Adventure,Bikes,3D Platformer,Platformer,Open World,Exploration,Funny,Difficult,Parkour,Action-Adventure,Horror,Family Friendly,Experimental,Atmospheric",4.99,2256,USD,"0 .. 20,000",0,0,0,0,0,10,9,19
Multiplayer Vikings,3160910,0,none,English,Archor Wright,Archor Games,windows,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Partial Controller Support,Family Sharing",Massively Multiplayer,"Aug 27, 2024",11,132,"Action,Massively Multiplayer,3D Fighter,Hack and Slash,3D,War,PvP,Co-op,Multiplayer,Online Co-Op,Singleplayer",0.99,47,USD,"0 .. 20,000",0,0,0,0,0,1,1,2
Asura's Trial,2317080,0,none,English,Me&Myself Inc,Me&Myself Pub,"windows,mac,linux","Single-player,Family Sharing","Adventure,Casual,Indie,RPG","Jul 24, 2023",26,312,"Adventure,Casual,RPG,Action-Adventure,Roguelike,Strategy RPG,Roguelite,Tactical RPG,2D,Cartoony,Colorful,Cute,Stylized,Fantasy,Combat,Linear,PvE,Turn-Based Combat,Singleplayer,Indie",0.99,70,USD,"20,000 .. 50,000",0,0,0,0,0,3,0,3
Dungeons of Alethrion,2790500,0,none,English,Nick Marinello,Skjald,windows,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Partial Controller Support,Remote Play Together,Family Sharing","Action,Adventure,RPG","Apr 16, 2024",138,1656,"Dungeon Crawler,Action Roguelike,Local Multiplayer,Procedural Generation,Fantasy,Roguelite,Action RPG,Action,Exploration,RPG,Arcade,Adventure,Action-Adventure,Magic,2D,Pixel Graphics,Top-Down,Combat,Co-op,Local Co-Op",14.99,3567,USD,"0 .. 20,000",0,0,0,0,0,7,3,10
EscapeVR: Trapped Above the Clouds,566970,0,none,"English, German, Spanish - Spain, French, Korean, Simplified Chinese, Thai","Five Mind Creations,Sourcenity",Five Mind Creations,windows,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Steam Cloud,Family Sharing","Adventure,Indie","Nov 13, 2017",0,0,"Puzzle,Adventure,Casual,VR,Indie,Logic,Investigation,Hidden Object,Exploration,Atmospheric,Realistic,Immersive,Difficult,6DOF,Family Friendly,Singleplayer,Strategy,Simulation,Escape Room",8.99,10698,USD,"0 .. 20,000",10,0,10,0,0,36,14,50
A way up!,1036530,0,none,English,BlueTreeGames,BlueTreeGames,windows,"Single-player,Steam Achievements,Family Sharing","Action,Casual,Indie","Mar 8, 2019",25,300,"Casual,Action,Indie,Physics,Difficult",0.99,23,USD,"0 .. 20,000",0,0,0,0,0,1,0,1
FRACTALS OF DESTINY,2496000,0,full,"English, German, Japanese, Simplified Chinese, Traditional Chinese, Indonesian",KRAKATOA STUDIOS,"KRAKATOA STUDIOS,Soft Source Pte. Ltd.",windows,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie,RPG","Apr 6, 2024",881,10572,"Action,Adventure,RPG,Action RPG,JRPG,Exploration,3D,Cinematic,Third Person,Fantasy,Indie,Futuristic,Female Protagonist,Magic,Hack and Slash,Singleplayer",19.99,16175,USD,"0 .. 20,000",0,0,0,0,0,19,15,34
Gear：治愈齿轮,1054770,0,none,"English, French, Italian, German, Spanish - Spain, Danish, Ukrainian, Russian, Bulgarian, Hungarian, Turkish, Greek, Norwegian, Czech, Japanese, Polish, Thai, Swedish, Simplified Chinese, Traditional Chinese, Romanian, Finnish, Dutch, Portuguese - Portugal, Portuguese - Brazil, Spanish - Latin America, Vietnamese, Arabic, Korean",SpriteStudio,SpriteStudio,"windows,mac","Single-player,Steam Achievements,Stats,Family Sharing","Casual,Indie,Strategy","May 10, 2019",50,600,"Indie,Casual,Strategy,Puzzle,2D",0.99,117,USD,"0 .. 20,000",0,0,0,0,0,3,2,5
Anime Girls Trample,2161940,0,none,English,PaulArt,PaulArt,windows,"Single-player,Steam Achievements,Stats,Steam Leaderboards,Family Sharing","Indie,Simulation","Dec 8, 2022",94,1128,,0.99,329,USD,"0 .. 20,000",0,0,0,0,1,10,4,14
BattleRush: Ardennes Assault,969970,0,none,"English, German, Russian",TB Games,TB Games,windows,"Single-player,Multi-player,MMO,Family Sharing","Action,Massively Multiplayer","Jan 10, 2019",865,10380,"Action,Massively Multiplayer,Gore,Violent,World War II,FPS,Early Access,Shooter,Multiplayer,Adventure,Simulation,3D,First-Person,Crafting,Destruction,Military,War,Combat,Singleplayer,Indie",14.99,19265,USD,"0 .. 20,000",0,0,0,0,0,27,27,54
答题英雄——细胞生物学,1011860,0,none,Simplified Chinese,蛋炒饭,蛋炒饭,windows,"Single-player,Family Sharing","Casual,Strategy","Feb 23, 2019",37,444,"Casual,Strategy",0.99,117,USD,"20,000 .. 50,000",0,0,0,0,0,5,0,5
DRAGON BALL Z: KAKAROT,851850,0,full,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Thai",CyberConnect2 Co. Ltd.,Bandai Namco Entertainment Inc.,windows,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing","Action,RPG","Jan 16, 2020",154920,1859040,"Action,RPG,Anime,Open World,Multiplayer,Fighting,Singleplayer,Story Rich,Adventure,JRPG,Controller,Great Soundtrack,Action RPG,Beat 'em up,Fantasy,Dragons,Third Person,Atmospheric,Character Customization,Difficult",59.99,57877188,USD,"1,000,000 .. 2,000,000",1664,0,1049,0,464,37705,2832,40537
Terror At Oakheart,2530430,0,none,English,Tainted Pact,Assemble Entertainment,windows,"Single-player,Family Sharing","Action,Adventure,Indie,RPG","Feb 27, 2024",1675,20100,"Survival Horror,Horror,Side Scroller,2D Platformer,Puzzle,Action-Adventure,2D,RPG,Psychological Horror,Dark Humor,Pixel Graphics,Story Rich,Linear,Thriller,Lovecraftian,Demons,Singleplayer,Adventure,Atmospheric,Gore",7.99,31947,USD,"0 .. 20,000",0,0,0,0,1,148,20,168
Eradicator,329640,0,none,English,"Accolade, Inc","Atari,Nightdive Studios","windows,mac,linux","Single-player,Family Sharing",Action,"Nov 6, 2014",614,7368,"Action,Violent,FPS,First-Person,Classic,Retro,1990's,Boomer Shooter,Shooter,Female Protagonist",6.99,11978,USD,"0 .. 20,000",0,0,0,0,0,64,8,72
Mission in Snowdriftland,1515200,0,full,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil",tons of bits,tons of bits,windows,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Family Sharing","Action,Adventure,Casual,Indie","Dec 1, 2021",1508,18096,"Platformer,Pixel Graphics,2D Platformer,Retro,Family Friendly,Precision Platformer,Old School,Cute,Colorful,Cartoony,2D,Action,Casual,Adventure,Remake,Snow,Hand-drawn,Indie,Singleplayer,Cartoon",6.99,35601,USD,"0 .. 20,000",0,0,0,0,0,206,8,214
Peppered,1213600,0,none,English,Sokpop Collective,Sokpop Collective,"windows,mac","Single-player,Family Sharing","Action,Indie,Strategy","Jan 17, 2020",45,540,"Action,Indie,Strategy,Snow,RTS",2.99,213,USD,"0 .. 20,000",0,0,0,0,0,2,1,3
Post Master,275080,0,none,"English, French, Italian, German, Spanish - Spain",Excalibur,Excalibur Publishing,"windows,mac","Single-player,Steam Trading Cards,Family Sharing","Casual,Indie,Simulation","Mar 7, 2014",0,0,"Simulation,Indie,Casual,Management",4.99,18645,USD,"100,000 .. 200,000",0,0,0,0,1,76,81,157
Manic Archers,1521410,0,full,English,Ancient Most High Games,Ancient Most High Games,"windows,mac,linux","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play Together,Family Sharing","Action,Casual,Indie","Mar 3, 2021",33,396,"Action,4 Player Local,Arcade,Pixel Graphics,Local Co-Op,Fantasy,Top-Down Shooter,Retro,2D,Local Multiplayer,Archery,Casual,Team-Based,Singleplayer,Indie,Controller,2D Fighter,Shooter,Arena Shooter,Shoot 'Em Up",14.99,356,USD,"0 .. 20,000",0,0,0,0,0,0,1,1
Skyland: Heart of the Mountain,949800,0,none,"English, French, Italian, German, Japanese, Korean, Polish, Russian, Simplified Chinese",Cordelia Games,Artifex Mundi,"windows,mac,linux","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual","Jan 17, 2019",568,6816,"Adventure,Casual,Hidden Object,Female Protagonist,Steampunk,Fantasy,Atmospheric,Futuristic,Mystery,Puzzle,2D,Hand-drawn,Point & Click,Story Rich,Colorful,Steam Machine,Investigation,Mouse only",14.99,31751,USD,"0 .. 20,000",0,0,0,0,1,70,19,89
